programcode,programname,subcode,subname,semester,slotno,exam date,exam timing,blockno,StudentCount
AR201,Bachelor of Architecture,CEO-374,DISASTER MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,MEO-362,INDUSTRIAL SAFETY,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,20ART-377,SITE PLANNING,6,4,13-Mar-23,14:30 - 15:30,A2,66
AR201,Bachelor of Architecture,PEO-372,GREEN AND CLEAN ENERGY FOR SUSTAINABLE DEVELOPMENT,6,15,16-Mar-23,13:00 - 14:00,A2,12
AR201,Bachelor of Architecture,20ART-372,TOWN PLANNING,6,12,15-Mar-23,14:30 - 15:30,A2,66
AR201,Bachelor of Architecture,HMO-391,HOTEL EQUIPMENTS OPERATION AND MAINTENANCE,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,CEO-375,CONSTRUCTION BYE LAWS AND PRACTICES,6,15,16-Mar-23,13:00 - 14:00,A2,20
AR201,Bachelor of Architecture,ARO-376,CONSERVATION OF BUILDINGS,6,15,16-Mar-23,13:00 - 14:00,NULL,2
AR201,Bachelor of Architecture,FMO-351,FILM ANALYSIS,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,20ART-375,ARCHITECTURAL LEGISLATION,6,6,14-Mar-23,11:15 - 12:15,A2,66
AR201,Bachelor of Architecture,ART-571,PROFESSIONAL PRACTICE AND VALUATION ,10,3,13-Mar-23,13:00 - 14:00,A2,47
AR201,Bachelor of Architecture,ART-572,BUILDING ECONOMICS AND MAINTENANCE,10,1,13-Mar-23,09:45 - 10:45,A2,47
AR301,Master of Architecture,22MAT-692,SUSTAINABLE ENERGY EFFICIENCY,2,2,13-Mar-23,11:15 - 12:15,NULL,1
AR301,Master of Architecture,22MAT-693,ADVANCE LANDSCAPE DESIGN,2,4,13-Mar-23,14:30 - 15:30,NULL,1
AR301,Master of Architecture,22MAT-695,URBAN DESIGN,2,8,14-Mar-23,14:30 - 15:30,NULL,1
AR301,Master of Architecture,22MAT-694,PROJECT MANAGEMENT & INFRASTRUCTURE PLANNING,2,6,14-Mar-23,11:15 - 12:15,NULL,1
AR301,Master of Architecture,21MAT-792,BUILDING ECONOMICS,4,1,13-Mar-23,09:45 - 10:45,NULL,14
AS201,Bachelor of Engineering (Aerospace Engineering),22SHH-121,CHEMISTRY FOR ENGINEERS,2,4,13-Mar-23,14:30 - 15:30,C3,111
AS201,Bachelor of Engineering (Aerospace Engineering),22SMT-125,MATHEMATICS – II,2,6,14-Mar-23,11:15 - 12:15,C3,111
AS201,Bachelor of Engineering (Aerospace Engineering),22CSH-103,OBJECT ORIENTED PROGRAMMING USING C++,2,8,14-Mar-23,14:30 - 15:30,C3,111
AS201,Bachelor of Engineering (Aerospace Engineering),22MET-104,ENGINEERING MECHANICS,2,2,13-Mar-23,11:15 - 12:15,C3,111
AS201,Bachelor of Engineering (Aerospace Engineering),21AST-213,AIRCRAFT PROPULSION-I,4,5,14-Mar-23,09:45 - 10:45,B4,188
AS201,Bachelor of Engineering (Aerospace Engineering),21AST-211,AIRCRAFT STRUCTURE-I,4,11,15-Mar-23,13:00 - 14:00,B4,188
AS201,Bachelor of Engineering (Aerospace Engineering),21TDT-252,APTITUDE,4,3,13-Mar-23,13:00 - 14:00,B4,188
AS201,Bachelor of Engineering (Aerospace Engineering),21ASH-212,AERODYNAMICS-I,4,7,14-Mar-23,13:00 - 14:00,B4,188
AS201,Bachelor of Engineering (Aerospace Engineering),21UCT-294,"ENVIRONMENT SCIENCE, WASTE AND DISASTER MANAGEMENT",4,1,13-Mar-23,09:45 - 10:45,B4,188
AS201,Bachelor of Engineering (Aerospace Engineering),21SMT-281,APPLIED MATHEMATICS III,4,9,15-Mar-23,09:45 - 10:45,B4,188
AS201,Bachelor of Engineering (Aerospace Engineering),20ASY-351,AIRCRAFT MAINTENANCE AND REPAIR,6,14,16-Mar-23,11:15 - 12:15,B4,49
AS201,Bachelor of Engineering (Aerospace Engineering),ANO-441,ELEMENTS OF ANIMATION & GRAPHICS DESIGN,6,15,16-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),SHO-442,BATTERY TECHNOLOGY,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),SHO-443,FUEL AND COMBUSTION,6,15,16-Mar-23,13:00 - 14:00,B4,6
AS201,Bachelor of Engineering (Aerospace Engineering),AEO-362,AUTOMOTIVE POLLUTANTS AND CONTROL,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS201,Bachelor of Engineering (Aerospace Engineering),LEO-492,LITERATURE AND FILMS,6,15,16-Mar-23,13:00 - 14:00,B4,4
AS201,Bachelor of Engineering (Aerospace Engineering),MEO-362,INDUSTRIAL SAFETY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS201,Bachelor of Engineering (Aerospace Engineering),CEO-374,DISASTER MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,B4,5
AS201,Bachelor of Engineering (Aerospace Engineering),LGO-443,GERMAN LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,B4,15
AS201,Bachelor of Engineering (Aerospace Engineering),MEO-361,ROBOTICS AND AUTOMATION,6,15,16-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),20ASA-353,HELICOPTER AERODYNAMICS,6,10,15-Mar-23,11:15 - 12:15,B4,63
AS201,Bachelor of Engineering (Aerospace Engineering),FDO-355,UNDERSTANDING FASHION LIBRARY,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),TMO-351,EVENT PLANNING AND MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,B4,5
AS201,Bachelor of Engineering (Aerospace Engineering),CAO-260,WEB DESIGNING,6,15,16-Mar-23,13:00 - 14:00,B4,5
AS201,Bachelor of Engineering (Aerospace Engineering),CSO-455,MACHINE LEARNING,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),20ASA-352,ENGINE CONTROL AND SYSTEMS,6,6,14-Mar-23,11:15 - 12:15,B4,37
AS201,Bachelor of Engineering (Aerospace Engineering),EDO-470,VEDIC MATHEMATICS,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),EDO-471,INDIAN HISTORY,6,15,16-Mar-23,13:00 - 14:00,B4,5
AS201,Bachelor of Engineering (Aerospace Engineering),CSO-453,WEB DEVELOPMENT FUNDAMENTALS,6,15,16-Mar-23,13:00 - 14:00,B4,4
AS201,Bachelor of Engineering (Aerospace Engineering),LAO-441,INDIAN PHILOSOPHY,6,15,16-Mar-23,13:00 - 14:00,B4,10
AS201,Bachelor of Engineering (Aerospace Engineering),CHO-360,INDUSTRIAL POLLUTION CONTROL,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),EDO-472,PSYCHOLOGY OF LEARNERS,6,15,16-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),20AST-352,UNMANNED AIR VEHICLES,6,8,14-Mar-23,14:30 - 15:30,B4,124
AS201,Bachelor of Engineering (Aerospace Engineering),AEO-363,SMART VEHICLES,6,15,16-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),AEO-364,VEHICLE BODY ENGINEERING AND SAFETY,6,15,16-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),20TDY-352,APTITUDE,6,12,15-Mar-23,14:30 - 15:30,B4,75
AS201,Bachelor of Engineering (Aerospace Engineering),CSO-458,DATA ANALYTICS,6,15,16-Mar-23,13:00 - 14:00,B4,6
AS201,Bachelor of Engineering (Aerospace Engineering),20AST-353,COMPUTATIONAL FLUID DYNAMICS,6,16,16-Mar-23,14:30 - 15:30,B4,124
AS201,Bachelor of Engineering (Aerospace Engineering),AEO-361,AUTOMOTIVE ELECTRONICS,6,15,16-Mar-23,13:00 - 14:00,B4,8
AS201,Bachelor of Engineering (Aerospace Engineering),SPO-443,ADVANCE TECHNIQUES IN NANOTECHNOLOGY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS201,Bachelor of Engineering (Aerospace Engineering),20AST-351,SPACE MECHANICS,6,4,13-Mar-23,14:30 - 15:30,B4,124
AS201,Bachelor of Engineering (Aerospace Engineering),ECO-388,ARDUINO BASED SYSTEM DESIGN,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),JMO-351,CREATIVE WRITING,6,15,16-Mar-23,13:00 - 14:00,B4,2
AS201,Bachelor of Engineering (Aerospace Engineering),20ASA-354,FATIGUE AND FRACTURE MECHANICS,6,2,13-Mar-23,11:15 - 12:15,B4,13
AS201,Bachelor of Engineering (Aerospace Engineering),FMO-351,FILM ANALYSIS,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS201,Bachelor of Engineering (Aerospace Engineering),LFO-441,FRENCH LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,B4,12
AS201,Bachelor of Engineering (Aerospace Engineering),SPO-444,ASTROPHYSICS,6,15,16-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),ASA-452,HIGH SPEED JETS,8,13,16-Mar-23,09:45 - 10:45,B4,8
AS201,Bachelor of Engineering (Aerospace Engineering),ASA-451,REFRIGERATION & CRYOGENICS,8,15,16-Mar-23,13:00 - 14:00,B4,8
AS201,Bachelor of Engineering (Aerospace Engineering),ASD-451,MISSILE GUIDANCE & NAVIGATION,8,3,13-Mar-23,13:00 - 14:00,B4,44
AS201,Bachelor of Engineering (Aerospace Engineering),ASD-452,AIRCRAFT TRANSPORTATION & MANAGEMENT,8,5,14-Mar-23,09:45 - 10:45,B4,44
AS201,Bachelor of Engineering (Aerospace Engineering),AST-451,UAV SYSTEMS,8,7,14-Mar-23,13:00 - 14:00,B4,59
AS201,Bachelor of Engineering (Aerospace Engineering),ASC-451,HIGH TEMPERATURE MATERIALS,8,9,15-Mar-23,09:45 - 10:45,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),ASC-452,EXPERIMENTAL STRESS ANALYSIS,8,11,15-Mar-23,13:00 - 14:00,B4,3
AS201,Bachelor of Engineering (Aerospace Engineering),ASB-452,INDUSTRIAL AERODYNAMICS,8,1,13-Mar-23,09:45 - 10:45,B4,2
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,21ASH-212,AERODYNAMICS-I,4,7,14-Mar-23,13:00 - 14:00,B4,3
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,21SMT-281,APPLIED MATHEMATICS III,4,9,15-Mar-23,09:45 - 10:45,B4,3
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,21TDT-252,APTITUDE,4,3,13-Mar-23,13:00 - 14:00,B4,3
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,21AST-211,AIRCRAFT STRUCTURE-I,4,11,15-Mar-23,13:00 - 14:00,B4,3
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,21AST-213,AIRCRAFT PROPULSION-I,4,5,14-Mar-23,09:45 - 10:45,B4,3
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20AST-353,COMPUTATIONAL FLUID DYNAMICS,6,16,16-Mar-23,14:30 - 15:30,B4,5
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20AST-352,UNMANNED AIR VEHICLES,6,8,14-Mar-23,14:30 - 15:30,B4,5
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,MEO-362,INDUSTRIAL SAFETY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20ASA-352,ENGINE CONTROL AND SYSTEMS,6,6,14-Mar-23,11:15 - 12:15,B4,1
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20ASA-353,HELICOPTER AERODYNAMICS,6,10,15-Mar-23,11:15 - 12:15,B4,2
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,ANO-441,ELEMENTS OF ANIMATION & GRAPHICS DESIGN,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20TDY-352,APTITUDE,6,12,15-Mar-23,14:30 - 15:30,B4,2
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,LHO-464,LANGUAGE HINDI,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20AST-351,SPACE MECHANICS,6,4,13-Mar-23,14:30 - 15:30,B4,5
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,20ASY-351,AIRCRAFT MAINTENANCE AND REPAIR,6,14,16-Mar-23,11:15 - 12:15,B4,3
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,AEO-364,VEHICLE BODY ENGINEERING AND SAFETY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,LFO-441,FRENCH LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,B4,1
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,AST-451,UAV SYSTEMS,8,7,14-Mar-23,13:00 - 14:00,B4,2
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,ASA-451,REFRIGERATION & CRYOGENICS,8,15,16-Mar-23,13:00 - 14:00,B4,2
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,ASA-452,HIGH SPEED JETS,8,13,16-Mar-23,09:45 - 10:45,B4,2
AS202,Bachelor of Engineering - (Aerospace Engg.) - Lateral Entry  ,ASD-452,AIRCRAFT TRANSPORTATION & MANAGEMENT,8,5,14-Mar-23,09:45 - 10:45,B4,3
BA201,Bachelor of Arts - Psychology (Hons.) ,22HYT-111,GUIDANCE AND COUNSELING,2,6,14-Mar-23,11:15 - 12:15,A3,165
BA201,Bachelor of Arts - Psychology (Hons.) ,22PCH-105,COMMUNICATION SKILLS,2,2,13-Mar-23,11:15 - 12:15,A3,165
BA201,Bachelor of Arts - Psychology (Hons.) ,22HYT-113,EXPERIMENTAL PSYCHOLOGY,2,12,15-Mar-23,14:30 - 15:30,A3,165
BA201,Bachelor of Arts - Psychology (Hons.) ,22HYT-112,BASICS OF STATISTICS,2,8,14-Mar-23,14:30 - 15:30,A3,165
BA201,Bachelor of Arts - Psychology (Hons.) ,22HYT-114,PERSONALITY AND SELF THEORIES,2,4,13-Mar-23,14:30 - 15:30,A3,90
BA201,Bachelor of Arts - Psychology (Hons.) ,22HYT-115,MUSIC AND DANCE PSYCHOLOGY,2,10,15-Mar-23,11:15 - 12:15,A3,75
BA201,Bachelor of Arts - Psychology (Hons.) ,21HYT-224,ADDICTION PSYCHOLOGY,4,9,15-Mar-23,09:45 - 10:45,A3,181
BA201,Bachelor of Arts - Psychology (Hons.) ,21HYT-221,HEALTH PSYCHOLOGY,4,3,13-Mar-23,13:00 - 14:00,A3,122
BA201,Bachelor of Arts - Psychology (Hons.) ,21UCT-294,"ENVIRONMENT SCIENCE, WASTE AND DISASTER MANAGEMENT",4,1,13-Mar-23,09:45 - 10:45,A3,181
BA201,Bachelor of Arts - Psychology (Hons.) ,21HYT-222,SPORTS PSYCHOLOGY,4,13,16-Mar-23,09:45 - 10:45,A3,113
BA201,Bachelor of Arts - Psychology (Hons.) ,21HYT-223,PSYCHOLOGY OF WOMEN,4,5,14-Mar-23,09:45 - 10:45,A3,127
BA201,Bachelor of Arts - Psychology (Hons.) ,21HYT-219,COGNITIVE PSYCHOLOGY,4,11,15-Mar-23,13:00 - 14:00,A3,181
BA201,Bachelor of Arts - Psychology (Hons.) ,21HYT-220,RESEARCH METHODOLOGY AND ACADEMIC WRITING,4,7,14-Mar-23,13:00 - 14:00,A3,181
BA301,Bachelor of Arts (Sponsored category),22EPH-156,PHYSICAL EDUCATION-II (GROWTH & DEVELOPMENT),2,8,14-Mar-23,14:30 - 15:30,A3,91
BA301,Bachelor of Arts (Sponsored category),22HST-154,SOCIOLOGY-II (FUNDAMENTAL OF SOCIOLOGY),2,2,13-Mar-23,11:15 - 12:15,A3,91
BA301,Bachelor of Arts (Sponsored category),22LET-151,ENGLISH-II (COMPULSORY),2,4,13-Mar-23,14:30 - 15:30,A3,91
BA301,Bachelor of Arts (Sponsored category),22HIT-153,HISTORY AND CULTURE OF PUNJAB-II,2,10,15-Mar-23,11:15 - 12:15,A3,72
BA301,Bachelor of Arts (Sponsored category),22HPT-155,POLITICAL SCIENCE-II (POLITICAL THEORY),2,12,15-Mar-23,14:30 - 15:30,A3,91
BA301,Bachelor of Arts (Sponsored category),22LPT-152,PUNJABI-II (COMPULSORY),2,6,14-Mar-23,11:15 - 12:15,A3,18
BA301,Bachelor of Arts (Sponsored category),21UCT-201,ENTREPRENEURSHIP,4,13,16-Mar-23,09:45 - 10:45,A3,71
BA301,Bachelor of Arts (Sponsored category),21LPT-252,PUNJABI-IV,4,11,15-Mar-23,13:00 - 14:00,A3,31
BA301,Bachelor of Arts (Sponsored category),21HST-254,SOCIOLOGY (SOCIAL INSTITUTIONS),4,9,15-Mar-23,09:45 - 10:45,A3,71
BA301,Bachelor of Arts (Sponsored category),21EPH-257,PHYSICAL EDUCATION-IV (SPORTS TRAINING AND MANAGEMENT),4,5,14-Mar-23,09:45 - 10:45,A3,71
BA301,Bachelor of Arts (Sponsored category),21HPT-256,POLITICAL SCIENCE-(INDIAN GOVERNMENT AND POLITICS),4,15,16-Mar-23,13:00 - 14:00,A3,71
BA301,Bachelor of Arts (Sponsored category),21UCT-202,ETHICS AND GENDER EQUALITY,4,1,13-Mar-23,09:45 - 10:45,A3,71
BA301,Bachelor of Arts (Sponsored category),21LET-251,ENGLISH-IV (COMPULSORY),4,7,14-Mar-23,13:00 - 14:00,A3,71
BA301,Bachelor of Arts (Sponsored category),21LPT-255,HISTORY AND CULTURE OF PUNJAB-IV,4,3,13-Mar-23,13:00 - 14:00,A3,40
BA301,Bachelor of Arts (Sponsored category),20LPB-353,HISTORY AND CULTURE OF PUNJAB-VI,6,6,14-Mar-23,11:15 - 12:15,A3,42
BA301,Bachelor of Arts (Sponsored category),20EPT-355,PHYSICAL EDUCATION-VI,6,8,14-Mar-23,14:30 - 15:30,A3,49
BA301,Bachelor of Arts (Sponsored category),20LPA-352,PUNJABI-VI,6,6,14-Mar-23,11:15 - 12:15,A3,7
BA301,Bachelor of Arts (Sponsored category),20ZST-359,NSS-VI,6,10,15-Mar-23,11:15 - 12:15,A3,49
BA301,Bachelor of Arts (Sponsored category),20HST-354,SOCIOLOGY-VI,6,12,15-Mar-23,14:30 - 15:30,A3,49
BA501,Bachelor of Arts + Bachelor of Education,22HET-130,ECONOMICS-II (INDIAN ECONOMICS),2,12,15-Mar-23,14:30 - 15:30,A3,12
BA501,Bachelor of Arts + Bachelor of Education,22LPT-123,PUNJABI-II,2,10,15-Mar-23,11:15 - 12:15,A3,5
BA501,Bachelor of Arts + Bachelor of Education,22LET-136,ENGLISH-II,2,6,14-Mar-23,11:15 - 12:15,A3,33
BA501,Bachelor of Arts + Bachelor of Education,22UCT-102,ACADEMIC WRITING SKILLS AND IPR,2,2,13-Mar-23,11:15 - 12:15,A3,33
BA501,Bachelor of Arts + Bachelor of Education,22HIT-125,HISTORY-II (MEDIEVAL HISTORY),2,8,14-Mar-23,14:30 - 15:30,A3,17
BA501,Bachelor of Arts + Bachelor of Education,22EDT-139,GENERAL PROFICIENCY- PROFESSIONAL ENRICHMENT (SOCIAL STUDIES)- II,2,4,13-Mar-23,14:30 - 15:30,A3,33
BA501,Bachelor of Arts + Bachelor of Education,22HPT-132,POLITICAL SCIENCE-II (POLITICAL THEORY),2,12,15-Mar-23,14:30 - 15:30,A3,21
BA501,Bachelor of Arts + Bachelor of Education,22HIT-124,HISTORY AND CULTURE OF PUNJAB-II,2,10,15-Mar-23,11:15 - 12:15,A3,28
BA501,Bachelor of Arts + Bachelor of Education,22LET-133,ENGLISH LITERATURE-II (ENGLISH POETRY),2,16,16-Mar-23,14:30 - 15:30,A3,33
BA501,Bachelor of Arts + Bachelor of Education,22HGH-128,GEOGRAPHY II- (REGIONAL PLANNING AND DEVELOPMENT),2,14,16-Mar-23,11:15 - 12:15,A3,16
BA501,Bachelor of Arts + Bachelor of Education,22EDH-122,ICT IN EDUCATION,2,18,17-Mar-23,11:15 - 12:15,A3,33
BA501,Bachelor of Arts + Bachelor of Education,22EDT-121,PSYCHOLOGICAL FOUNDATIONS OF EDUCATION,2,20,17-Mar-23,14:30 - 15:30,A3,33
BA501,Bachelor of Arts + Bachelor of Education,21HET-260,ECONOMICS-IV (PUBLIC FINANCE AND INTERNATIONAL TRADE),4,103,16-Mar-23,16:00 - 17:00,A3,10
BA501,Bachelor of Arts + Bachelor of Education,21EDT-268,E-LEARNING,4,15,16-Mar-23,13:00 - 14:00,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21HIT-254,HISTORY AND CULTURE OF PUNJAB-IV,4,17,17-Mar-23,09:45 - 10:45,A3,32
BA501,Bachelor of Arts + Bachelor of Education,21LHT-264,"HINDI LITERATURE (MODERN PROSE ESSAY/ARTICLE, DIFFERENT TYPES OF MODERN DISCOURSE)",4,5,14-Mar-23,09:45 - 10:45,A3,4
BA501,Bachelor of Arts + Bachelor of Education,21UCT-296,LIFE SKILLS AND MENTORING-4,4,11,15-Mar-23,13:00 - 14:00,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21HIT-257,HISTORY-PUNJAB HISTORY,4,7,14-Mar-23,13:00 - 14:00,A3,23
BA501,Bachelor of Arts + Bachelor of Education,21HPT-262,POLITICAL SCIENCE-(INDIAN GOVERNMENT AND POLITICS),4,3,13-Mar-23,13:00 - 14:00,A3,20
BA501,Bachelor of Arts + Bachelor of Education,21UCT-202,ETHICS AND GENDER EQUALITY,4,1,13-Mar-23,09:45 - 10:45,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21EDT-251,CONTEMPORARY INDIA AND EDUCATION,4,101,14-Mar-23,16:00 - 17:00,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21EDT-269,GENERAL PROFICIENCY-PROFESSIONAL ENRICHMENT (SOCIAL STUDIES -IV),4,9,15-Mar-23,09:45 - 10:45,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21LET-263,ENGLISH LITERATURE-(GENERAL LINGUISTICS AND MODERN ENGLISH STRUCTURES),4,100,13-Mar-23,16:00 - 17:00,A3,32
BA501,Bachelor of Arts + Bachelor of Education,21EDT-252,GENDER SCHOOL AND SOCIETY,4,102,15-Mar-23,16:00 - 17:00,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21LET-266,ENGLISH-IV,4,19,17-Mar-23,13:00 - 14:00,A3,36
BA501,Bachelor of Arts + Bachelor of Education,21LPT-253,PUNJABI-IV,4,17,17-Mar-23,09:45 - 10:45,A3,4
BA501,Bachelor of Arts + Bachelor of Education,21HGT-258,GEOGRAPHY-(HISTORY OF GEOGRAPHIC THOUGHT),4,13,16-Mar-23,09:45 - 10:45,A3,19
BA501,Bachelor of Arts + Bachelor of Education,TMO-351,EVENT PLANNING AND MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,A3,7
BA501,Bachelor of Arts + Bachelor of Education,20EDT-354,INSTRUCTIONAL DESIGN AND EVALUATION,6,103,16-Mar-23,16:00 - 17:00,A3,38
BA501,Bachelor of Arts + Bachelor of Education,20LHC-361,HINDI LITERATURE-VI,6,12,15-Mar-23,14:30 - 15:30,A3,6
BA501,Bachelor of Arts + Bachelor of Education,20LEC-360,ENGLISH LITERATURE-VI,6,12,15-Mar-23,14:30 - 15:30,A3,32
BA501,Bachelor of Arts + Bachelor of Education,20LPB-353,HISTORY AND CULTURE OF PUNJAB-VI,6,6,14-Mar-23,11:15 - 12:15,A3,31
BA501,Bachelor of Arts + Bachelor of Education,NDO-105,FUNDAMENTALS OF FOODS & NUTRITION,6,15,16-Mar-23,13:00 - 14:00,A3,2
BA501,Bachelor of Arts + Bachelor of Education,20LPA-352,PUNJABI-VI,6,6,14-Mar-23,11:15 - 12:15,A3,7
BA501,Bachelor of Arts + Bachelor of Education,SHO-441,RENEWABLE ENERGY SOURCES,6,15,16-Mar-23,13:00 - 14:00,A3,2
BA501,Bachelor of Arts + Bachelor of Education,ANO-441,ELEMENTS OF ANIMATION & GRAPHICS DESIGN,6,15,16-Mar-23,13:00 - 14:00,A3,1
BA501,Bachelor of Arts + Bachelor of Education,CEO-374,DISASTER MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,A3,7
BA501,Bachelor of Arts + Bachelor of Education,EDO-457,SPECIAL EDUCATION,6,15,16-Mar-23,13:00 - 14:00,A3,1
BA501,Bachelor of Arts + Bachelor of Education,AEO-364,VEHICLE BODY ENGINEERING AND SAFETY,6,15,16-Mar-23,13:00 - 14:00,A3,1
BA501,Bachelor of Arts + Bachelor of Education,20EDT-353,ASSESSMENT FOR LEARNING,6,4,13-Mar-23,14:30 - 15:30,A3,38
BA501,Bachelor of Arts + Bachelor of Education,FMO-351,FILM ANALYSIS,6,15,16-Mar-23,13:00 - 14:00,A3,1
BA501,Bachelor of Arts + Bachelor of Education,20EDT-351,TEACHER ENRICHMENT MODULE ,6,14,16-Mar-23,11:15 - 12:15,A3,38
BA501,Bachelor of Arts + Bachelor of Education,20HET-368,ECONOMICS-VI (QUANTITATIVE METHODS),6,16,16-Mar-23,14:30 - 15:30,A3,10
BA501,Bachelor of Arts + Bachelor of Education,CSO-453,WEB DEVELOPMENT FUNDAMENTALS,6,15,16-Mar-23,13:00 - 14:00,A3,1
BA501,Bachelor of Arts + Bachelor of Education,20HIT-357,WORLD-WAR-II,6,8,14-Mar-23,14:30 - 15:30,A3,21
BA501,Bachelor of Arts + Bachelor of Education,RCO-101,SCIENCE OF HAPPINESS,6,15,16-Mar-23,13:00 - 14:00,A3,8
BA501,Bachelor of Arts + Bachelor of Education,20HGT-351,GEOGRAPHY -VI (POLITICAL GEOGRAPHY),6,2,13-Mar-23,11:15 - 12:15,A3,18
BA501,Bachelor of Arts + Bachelor of Education,CHO-360,INDUSTRIAL POLLUTION CONTROL,6,15,16-Mar-23,13:00 - 14:00,A3,2
BA501,Bachelor of Arts + Bachelor of Education,20HPT-359,COMPARATIVE POLITICAL SYSTEMS,6,10,15-Mar-23,11:15 - 12:15,A3,27
BA501,Bachelor of Arts + Bachelor of Education,HMO-391,HOTEL EQUIPMENTS OPERATION AND MAINTENANCE,6,15,16-Mar-23,13:00 - 14:00,A3,5
BB201,Bachelor of Business Administration (General/Advertising & Marketing/ Banking and Finance/ Insurance & Risk Management/ Tourism & Event Management/ Forex Management),22PCH-106,PROFESSIONAL COMMUNICATION SKILLS,2,2,13-Mar-23,11:15 - 12:15,DD3,1019
BB201,Bachelor of Business Administration (General/Advertising & Marketing/ Banking and Finance/ Insurance & Risk Management/ Tourism & Event Management/ Forex Management),22BAT-152,HUMAN RESOURCE MANAGEMENT,2,4,13-Mar-23,14:30 - 15:30,DD3,1019
BB201,Bachelor of Business Administration (General/Advertising & Marketing/ Banking and Finance/ Insurance & Risk Management/ Tourism & Event Management/ Forex Management),22BAT-151,MACROECONOMICS,2,8,14-Mar-23,14:30 - 15:30,DD3,1019
