programcode,programname,subcode,subname,semester,slotno,exam date,exam timing,blockno,StudentCount
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,20CSC-391,BIG DATA TECHNOLOGIES (SPARK AND SCALA),6,4,13-Mar-23,14:30 - 15:30,D2,237
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,20CSC-392,BIG DATA ARCHITECTURE AND CORE TECHNOLOGIES,6,6,14-Mar-23,11:15 - 12:15,D2,237
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,20CSY-395,MOBILE TECHNOLOGIES,6,2,13-Mar-23,11:15 - 12:15,D2,7
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,20TDY-352,APTITUDE,6,12,15-Mar-23,14:30 - 15:30,D2,230
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,20CST-390,THEORY OF COMPUTATION,6,10,15-Mar-23,11:15 - 12:15,D2,237
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,FMO-351,FILM ANALYSIS,8,13,16-Mar-23,09:45 - 10:45,D2,5
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,SPO-443,ADVANCE TECHNIQUES IN NANOTECHNOLOGY,8,13,16-Mar-23,09:45 - 10:45,D2,9
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,LHO-464,LANGUAGE HINDI,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,NDO-105,FUNDAMENTALS OF FOODS & NUTRITION,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,EDO-457,SPECIAL EDUCATION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,SPO-445,PHYSICS OF SENSORS,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,CST-488, ARTIFICIAL INTELLIGENCE AND  NATURAL LANGUAGE PROCESSING,8,3,13-Mar-23,13:00 - 14:00,D2,108
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,EDO-472,PSYCHOLOGY OF LEARNERS,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,CSC-482,BIG DATA SECURITY,8,5,14-Mar-23,09:45 - 10:45,D2,108
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,PEO-372,GREEN AND CLEAN ENERGY FOR SUSTAINABLE DEVELOPMENT,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,EDO-470,VEDIC MATHEMATICS,8,13,16-Mar-23,09:45 - 10:45,D2,5
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,HMO-391,HOTEL EQUIPMENTS OPERATION AND MAINTENANCE,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,AEO-363,SMART VEHICLES,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,FDO-355,UNDERSTANDING FASHION LIBRARY,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,MEO-362,INDUSTRIAL SAFETY,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,SHO-443,FUEL AND COMBUSTION,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,ELO-411,GENERATION AND ECONOMICS OF ELECTRICAL POWER,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,LAO-441,INDIAN PHILOSOPHY,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,LSO-441,SPANISH LANGUAGE - I,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,LFO-441,FRENCH LANGUAGE -I,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,RCO-101,SCIENCE OF HAPPINESS,8,13,16-Mar-23,09:45 - 10:45,D2,7
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,SHO-441,RENEWABLE ENERGY SOURCES,8,13,16-Mar-23,09:45 - 10:45,D2,15
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,CHO-360,INDUSTRIAL POLLUTION CONTROL,8,13,16-Mar-23,09:45 - 10:45,D2,8
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,SHO-444,PLASTIC TECHNOLOGY,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,EDO-462,TECHNOLOGY BASED LEARNING,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,EDO-471,INDIAN HISTORY,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,TMO-351,EVENT PLANNING AND MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,27
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,AEO-361,AUTOMOTIVE ELECTRONICS,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,CEO-374,DISASTER MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,13
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,ELO-412,ELECTRICAL ENERGY CONSERVATION AND AUDITING,8,13,16-Mar-23,09:45 - 10:45,D2,5
CS206,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - BIG DATA AND ANALYTICS,LEO-492,LITERATURE AND FILMS,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,EDO-457,SPECIAL EDUCATION,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,LSO-441,SPANISH LANGUAGE - I,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,CHO-360,INDUSTRIAL POLLUTION CONTROL,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,SHO-441,RENEWABLE ENERGY SOURCES,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,CST-486,DESIGNING OF IOT APPLICATIONS,8,7,14-Mar-23,13:00 - 14:00,D2,122
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,EDO-471,INDIAN HISTORY,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,MEO-362,INDUSTRIAL SAFETY,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,ECO-388,ARDUINO BASED SYSTEM DESIGN,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,ECO-387,FOUNDATION COURSE IN SENSORS & IOT,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,LGO-443,GERMAN LANGUAGE -I,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,CEO-374,DISASTER MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,SHO-443,FUEL AND COMBUSTION,8,13,16-Mar-23,09:45 - 10:45,D2,7
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,ASO-321,UNMANNED AIR VEHICLES,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,EDO-462,TECHNOLOGY BASED LEARNING,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,EDO-472,PSYCHOLOGY OF LEARNERS,8,13,16-Mar-23,09:45 - 10:45,D2,10
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,PEO-372,GREEN AND CLEAN ENERGY FOR SUSTAINABLE DEVELOPMENT,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,RCO-101,SCIENCE OF HAPPINESS,8,13,16-Mar-23,09:45 - 10:45,D2,12
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,CSD-487,INDUSTRY 4.0,8,5,14-Mar-23,09:45 - 10:45,D2,122
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,TMO-351,EVENT PLANNING AND MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,29
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,MEO-361,ROBOTICS AND AUTOMATION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,EDO-470,VEDIC MATHEMATICS,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,CST-497,BLOCKCHAIN TECHNOLOGY,8,1,13-Mar-23,09:45 - 10:45,D2,122
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,LAO-442,RANG MANCH KALA,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,AEO-361,AUTOMOTIVE ELECTRONICS,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,ELO-411,GENERATION AND ECONOMICS OF ELECTRICAL POWER,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,FMO-351,FILM ANALYSIS,8,13,16-Mar-23,09:45 - 10:45,D2,5
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,SPO-442,NUCLEAR POWER GENERATION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,SPO-443,ADVANCE TECHNIQUES IN NANOTECHNOLOGY,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,LAO-441,INDIAN PHILOSOPHY,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,LEO-492,LITERATURE AND FILMS,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,SHO-444,PLASTIC TECHNOLOGY,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,HMO-391,HOTEL EQUIPMENTS OPERATION AND MAINTENANCE,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS207,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - INTERNET OF THINGS,LHO-464,LANGUAGE HINDI,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS208,B.E. CSE with Specialization in Mobile Computing,ASO-321,UNMANNED AIR VEHICLES,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS208,B.E. CSE with Specialization in Mobile Computing,CEO-374,DISASTER MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS208,B.E. CSE with Specialization in Mobile Computing,LAO-441,INDIAN PHILOSOPHY,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS208,B.E. CSE with Specialization in Mobile Computing,EDO-457,SPECIAL EDUCATION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,CST-490,MICROCONTROLLER AND EMBEDDED SYSTEMS,8,7,14-Mar-23,13:00 - 14:00,D2,49
CS208,B.E. CSE with Specialization in Mobile Computing,CST-497,BLOCKCHAIN TECHNOLOGY,8,1,13-Mar-23,09:45 - 10:45,D2,49
CS208,B.E. CSE with Specialization in Mobile Computing,HMO-391,HOTEL EQUIPMENTS OPERATION AND MAINTENANCE,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS208,B.E. CSE with Specialization in Mobile Computing,NDO-105,FUNDAMENTALS OF FOODS & NUTRITION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,LGO-443,GERMAN LANGUAGE -I,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,EDO-462,TECHNOLOGY BASED LEARNING,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,LSO-441,SPANISH LANGUAGE - I,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,TMO-351,EVENT PLANNING AND MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,24
CS208,B.E. CSE with Specialization in Mobile Computing,CSE-493,MOBILE AD HOC NETWORK,8,5,14-Mar-23,09:45 - 10:45,D2,48
CS208,B.E. CSE with Specialization in Mobile Computing,EDO-472,PSYCHOLOGY OF LEARNERS,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,FMO-351,FILM ANALYSIS,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS208,B.E. CSE with Specialization in Mobile Computing,MEO-361,ROBOTICS AND AUTOMATION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,CHO-360,INDUSTRIAL POLLUTION CONTROL,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS208,B.E. CSE with Specialization in Mobile Computing,CAO-260,WEB DESIGNING,8,13,16-Mar-23,09:45 - 10:45,D2,7
CS208,B.E. CSE with Specialization in Mobile Computing,SHO-443,FUEL AND COMBUSTION,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,MEO-361,ROBOTICS AND AUTOMATION,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,LFO-441,FRENCH LANGUAGE -I,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,SPO-444,ASTROPHYSICS,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,MEO-362,INDUSTRIAL SAFETY,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,CSF-491,OPTIMIZATION TECHNIQUES IN MACHINE LEARNING,8,3,13-Mar-23,13:00 - 14:00,D2,82
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,EDO-471,INDIAN HISTORY,8,13,16-Mar-23,09:45 - 10:45,D2,5
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,SHO-443,FUEL AND COMBUSTION,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,LEO-492,LITERATURE AND FILMS,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,ECO-388,ARDUINO BASED SYSTEM DESIGN,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,RCO-101,SCIENCE OF HAPPINESS,8,13,16-Mar-23,09:45 - 10:45,D2,16
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,ASO-321,UNMANNED AIR VEHICLES,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,SHO-442,BATTERY TECHNOLOGY,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,SPO-443,ADVANCE TECHNIQUES IN NANOTECHNOLOGY,8,13,16-Mar-23,09:45 - 10:45,D2,10
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,EDO-472,PSYCHOLOGY OF LEARNERS,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,SPO-445,PHYSICS OF SENSORS,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,CST-485,HUMAN COMPUTER INTERACTION,8,5,14-Mar-23,09:45 - 10:45,D2,82
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,NDO-105,FUNDAMENTALS OF FOODS & NUTRITION,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,TMO-351,EVENT PLANNING AND MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,12
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,AEO-363,SMART VEHICLES,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,CHO-360,INDUSTRIAL POLLUTION CONTROL,8,13,16-Mar-23,09:45 - 10:45,D2,4
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,CSF-486,VIRTUAL REALITY,8,7,14-Mar-23,13:00 - 14:00,D2,82
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,FMO-351,FILM ANALYSIS,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,LPO-463,LANGUAGE PUNJABI,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,SHO-441,RENEWABLE ENERGY SOURCES,8,13,16-Mar-23,09:45 - 10:45,D2,15
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,EDO-470,VEDIC MATHEMATICS,8,13,16-Mar-23,09:45 - 10:45,D2,9
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,FDO-355,UNDERSTANDING FASHION LIBRARY,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,LGO-443,GERMAN LANGUAGE -I,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,LAO-441,INDIAN PHILOSOPHY,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,AEO-362,AUTOMOTIVE POLLUTANTS AND CONTROL,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,CEO-374,DISASTER MANAGEMENT,8,13,16-Mar-23,09:45 - 10:45,D2,21
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,EDO-457,SPECIAL EDUCATION,8,13,16-Mar-23,09:45 - 10:45,D2,2
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,LHO-464,LANGUAGE HINDI,8,13,16-Mar-23,09:45 - 10:45,D2,3
CS210,Bachelor of Engineering in Computer Science and Engineering (Hons.) IBM - ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,ANO-441,ELEMENTS OF ANIMATION & GRAPHICS DESIGN,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS211,Bachelor of Engineering- Computer Science and Business System,22PCH-103,BUSINESS COMMUNICATION & VALUE SCIENCE - II,2,4,13-Mar-23,14:30 - 15:30,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,22CST-106,FUNDAMENTALS OF ECONOMICS,2,8,14-Mar-23,14:30 - 15:30,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,22ECH-104,PRINCIPLES OF ELECTRONICS,2,6,14-Mar-23,11:15 - 12:15,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,22CSH-105,DATA STRUCTURES & ALGORITHMS,2,2,13-Mar-23,11:15 - 12:15,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,22SMT-127,LINEAR ALGEBRA,2,10,15-Mar-23,11:15 - 12:15,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,22CET-107,ENVIRONMENTAL SCIENCE,2,14,16-Mar-23,11:15 - 12:15,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,22SMT-128,STATISTICAL METHODS,2,12,15-Mar-23,14:30 - 15:30,C1,27
CS211,Bachelor of Engineering- Computer Science and Business System,21CSH-281,OPERATION RESEARCH,4,9,15-Mar-23,09:45 - 10:45,D2,48
CS211,Bachelor of Engineering- Computer Science and Business System,21TDT-252,APTITUDE,4,3,13-Mar-23,13:00 - 14:00,D2,48
CS211,Bachelor of Engineering- Computer Science and Business System,21CSH-285,OPERATING SYSTEM,4,5,14-Mar-23,09:45 - 10:45,D2,48
CS211,Bachelor of Engineering- Computer Science and Business System,21CSH-283,DATABASE MANAGEMENT SYSTEM,4,11,15-Mar-23,13:00 - 14:00,D2,48
CS211,Bachelor of Engineering- Computer Science and Business System,21CST-298,"INTRODUCTION TO INNOVATION, IP MANAGEMENT  AND ENTREPRENEURSHIP",4,1,13-Mar-23,09:45 - 10:45,D2,48
CS211,Bachelor of Engineering- Computer Science and Business System,21CSH-288,SOFTWARE DESIGN WITH UML,4,7,14-Mar-23,13:00 - 14:00,D2,48
CS211,Bachelor of Engineering- Computer Science and Business System,20CST-393,INFORMATION SECURITY,6,16,16-Mar-23,14:30 - 15:30,D2,49
CS211,Bachelor of Engineering- Computer Science and Business System,20CST-398,COMPUTER NETWORKS,6,10,15-Mar-23,11:15 - 12:15,D2,49
CS211,Bachelor of Engineering- Computer Science and Business System,20CST-382,ARTIFICIAL INTELLIGENCE,6,4,13-Mar-23,14:30 - 15:30,D2,49
CS211,Bachelor of Engineering- Computer Science and Business System,20TDY-352,APTITUDE,6,12,15-Mar-23,14:30 - 15:30,D2,47
CS211,Bachelor of Engineering- Computer Science and Business System,20CSJ-384,BUSINESS COMMUNICATION AND VALUE SCIENCE - IV,6,14,16-Mar-23,11:15 - 12:15,D2,49
CS211,Bachelor of Engineering- Computer Science and Business System,20CSJ-385,DATA MINING AND ANALYTICS,6,6,14-Mar-23,11:15 - 12:15,D2,49
CS211,Bachelor of Engineering- Computer Science and Business System,20CSJ-392,FINANCIAL AND COST ACCOUNTING,6,8,14-Mar-23,14:30 - 15:30,D2,49
CS211,Bachelor of Engineering- Computer Science and Business System,20CSY-395,MOBILE TECHNOLOGIES,6,2,13-Mar-23,11:15 - 12:15,D2,2
CS211,Bachelor of Engineering- Computer Science and Business System,EDO-462,TECHNOLOGY BASED LEARNING,8,13,16-Mar-23,09:45 - 10:45,D2,1
CS211,Bachelor of Engineering- Computer Science and Business System,LHO-464,LANGUAGE HINDI,8,13,16-Mar-23,09:45 - 10:45,D2,1
